row,url,status,destination,note
561,https://www.msm.digital/project/aeg-electrolux-showkitchen-rollout/,mapped,case-msm-aeg-electrolux-showkitchen-rollout-en.title,
562,https://www.msm.digital/project/aeg-electrolux-showkitchen-rollout/,mapped,case-msm-aeg-electrolux-showkitchen-rollout-en.subtitle,
563,https://www.msm.digital/project/aeg-electrolux-showkitchen-rollout/,mapped,case-msm-aeg-electrolux-showkitchen-rollout-en.casesPageBuilder.challenge.description,
564,https://www.msm.digital/project/aeg-electrolux-showkitchen-rollout/,mapped,case-msm-aeg-electrolux-showkitchen-rollout-en.casesPageBuilder.challenge.solution,
565,https://www.msm.digital/project/aeg-electrolux-showkitchen-rollout/,mapped,case-msm-aeg-electrolux-showkitchen-rollout-en.casesPageBuilder.results.quote,
566,https://www.msm.digital/project/aeg-electrolux-showkitchen-rollout/,mapped,case-msm-aeg-electrolux-showkitchen-rollout-en.casesPageBuilder.contact.subtitle,
567,https://www.msm.digital/project/mr-showroom/,mapped,case-msm-mr-showroom-en.seo.title,
568,https://www.msm.digital/project/mr-showroom/,mapped,case-msm-mr-showroom-en.seo.description,
569,https://www.msm.digital/project/mr-showroom/,mapped,case-msm-mr-showroom-en.title,
570,https://www.msm.digital/project/mr-showroom/,mapped,case-msm-mr-showroom-en.subtitle,
571,https://www.msm.digital/project/mr-showroom/,mapped,case-msm-mr-showroom-en.casesPageBuilder.challenge.description,
572,https://www.msm.digital/project/mr-showroom/,mapped,case-msm-mr-showroom-en.casesPageBuilder.results.description,
573,https://www.msm.digital/project/mr-showroom/,editorial-note,,Not public copy; no missing result or quotation fabricated.
574,https://www.msm.digital/project/mr-showroom/,mapped,case-msm-mr-showroom-en.casesPageBuilder.contact.subtitle,
575,https://www.msm.digital/project/dotnow-retail-experience/,mapped,case-msm-dotnow-retail-experience-en.seo.title,
576,https://www.msm.digital/project/dotnow-retail-experience/,mapped,case-msm-dotnow-retail-experience-en.seo.description,
577,https://www.msm.digital/project/dotnow-retail-experience/,mapped,case-msm-dotnow-retail-experience-en.title,
578,https://www.msm.digital/project/dotnow-retail-experience/,mapped,case-msm-dotnow-retail-experience-en.subtitle,
579,https://www.msm.digital/project/dotnow-retail-experience/,mapped,case-msm-dotnow-retail-experience-en.casesPageBuilder.challenge.description,
580,https://www.msm.digital/project/dotnow-retail-experience/,mapped,case-msm-dotnow-retail-experience-en.casesPageBuilder.challenge.solution,
581,https://www.msm.digital/project/dotnow-retail-experience/,mapped,case-msm-dotnow-retail-experience-en.casesPageBuilder.results.quote,
582,https://www.msm.digital/project/dotnow-retail-experience/,mapped,case-msm-dotnow-retail-experience-en.casesPageBuilder.contact.subtitle,
583,https://www.msm.digital/project/erfal-eq3-influencer-cooperations/,mapped,case-msm-erfal-eq3-influencer-cooperations-en.seo.title,
584,https://www.msm.digital/project/erfal-eq3-influencer-cooperations/,mapped,case-msm-erfal-eq3-influencer-cooperations-en.seo.description,
585,https://www.msm.digital/project/erfal-eq3-influencer-cooperations/,mapped,case-msm-erfal-eq3-influencer-cooperations-en.title,
586,https://www.msm.digital/project/erfal-eq3-influencer-cooperations/,mapped,case-msm-erfal-eq3-influencer-cooperations-en.subtitle,
587,https://www.msm.digital/project/erfal-eq3-influencer-cooperations/,mapped,case-msm-erfal-eq3-influencer-cooperations-en.casesPageBuilder.challenge.description,
588,https://www.msm.digital/project/erfal-eq3-influencer-cooperations/,mapped,case-msm-erfal-eq3-influencer-cooperations-en.casesPageBuilder.challenge.solution,
589,https://www.msm.digital/project/erfal-eq3-influencer-cooperations/,editorial-note,,Not public copy; no missing result or quotation fabricated.
590,https://www.msm.digital/project/erfal-eq3-influencer-cooperations/,mapped,case-msm-erfal-eq3-influencer-cooperations-en.casesPageBuilder.contact.subtitle,
591,https://www.msm.digital/project/ea-star-wars-battlefront-influencer-marketing/,mapped,case-msm-ea-star-wars-battlefront-influencer-marketing-en.seo.title,
592,https://www.msm.digital/project/ea-star-wars-battlefront-influencer-marketing/,mapped,case-msm-ea-star-wars-battlefront-influencer-marketing-en.seo.description,
593,https://www.msm.digital/project/ea-star-wars-battlefront-influencer-marketing/,mapped,case-msm-ea-star-wars-battlefront-influencer-marketing-en.title,
594,https://www.msm.digital/project/ea-star-wars-battlefront-influencer-marketing/,mapped,case-msm-ea-star-wars-battlefront-influencer-marketing-en.subtitle,
595,https://www.msm.digital/project/ea-star-wars-battlefront-influencer-marketing/,mapped,case-msm-ea-star-wars-battlefront-influencer-marketing-en.casesPageBuilder.challenge.description,
596,https://www.msm.digital/project/ea-star-wars-battlefront-influencer-marketing/,mapped,case-msm-ea-star-wars-battlefront-influencer-marketing-en.casesPageBuilder.challenge.solution,
597,https://www.msm.digital/project/ea-star-wars-battlefront-influencer-marketing/,mapped,case-msm-ea-star-wars-battlefront-influencer-marketing-en.casesPageBuilder.results.quote,
598,https://www.msm.digital/project/ea-star-wars-battlefront-influencer-marketing/,mapped,case-msm-ea-star-wars-battlefront-influencer-marketing-en.casesPageBuilder.contact.subtitle,
599,https://www.msm.digital/project/oculus-european-product-launch/,mapped,case-msm-oculus-european-product-launch-en.seo.title,
600,https://www.msm.digital/project/oculus-european-product-launch/,mapped,case-msm-oculus-european-product-launch-en.seo.description,
601,https://www.msm.digital/project/oculus-european-product-launch/,mapped,case-msm-oculus-european-product-launch-en.title,
602,https://www.msm.digital/project/oculus-european-product-launch/,mapped,case-msm-oculus-european-product-launch-en.subtitle,
603,https://www.msm.digital/project/oculus-european-product-launch/,mapped,case-msm-oculus-european-product-launch-en.casesPageBuilder.challenge.description,
604,https://www.msm.digital/project/oculus-european-product-launch/,mapped,case-msm-oculus-european-product-launch-en.casesPageBuilder.challenge.solution,
605,https://www.msm.digital/project/oculus-european-product-launch/,mapped,case-msm-oculus-european-product-launch-en.casesPageBuilder.results.quote,
606,https://www.msm.digital/project/oculus-european-product-launch/,mapped,case-msm-oculus-european-product-launch-en.casesPageBuilder.contact.subtitle,
607,https://www.msm.digital/project/ea-fifa-pr/,mapped,case-msm-ea-fifa-pr-en.seo.title,
608,https://www.msm.digital/project/ea-fifa-pr/,mapped,case-msm-ea-fifa-pr-en.seo.description,
609,https://www.msm.digital/project/ea-fifa-pr/,mapped,case-msm-ea-fifa-pr-en.title,
610,https://www.msm.digital/project/ea-fifa-pr/,mapped,case-msm-ea-fifa-pr-en.subtitle,
611,https://www.msm.digital/project/ea-fifa-pr/,mapped,case-msm-ea-fifa-pr-en.casesPageBuilder.challenge.description,
612,https://www.msm.digital/project/ea-fifa-pr/,mapped,case-msm-ea-fifa-pr-en.casesPageBuilder.challenge.solution,
613,https://www.msm.digital/project/ea-fifa-pr/,mapped,case-msm-ea-fifa-pr-en.casesPageBuilder.results.quote,
614,https://www.msm.digital/project/ea-fifa-pr/,mapped,case-msm-ea-fifa-pr-en.casesPageBuilder.contact.subtitle,
615,https://www.msm.digital/project/recaro-gaming-social-media-and-pr/,mapped,case-msm-recaro-gaming-social-media-and-pr-en.seo.title,
616,https://www.msm.digital/project/recaro-gaming-social-media-and-pr/,mapped,case-msm-recaro-gaming-social-media-and-pr-en.seo.description,
617,https://www.msm.digital/project/recaro-gaming-social-media-and-pr/,mapped,case-msm-recaro-gaming-social-media-and-pr-en.title,
618,https://www.msm.digital/project/recaro-gaming-social-media-and-pr/,mapped,case-msm-recaro-gaming-social-media-and-pr-en.subtitle,
619,https://www.msm.digital/project/recaro-gaming-social-media-and-pr/,mapped,case-msm-recaro-gaming-social-media-and-pr-en.casesPageBuilder.challenge.description,
620,https://www.msm.digital/project/recaro-gaming-social-media-and-pr/,mapped,case-msm-recaro-gaming-social-media-and-pr-en.casesPageBuilder.challenge.solution,
621,https://www.msm.digital/project/recaro-gaming-social-media-and-pr/,mapped,case-msm-recaro-gaming-social-media-and-pr-en.casesPageBuilder.results.quote,
622,https://www.msm.digital/project/recaro-gaming-social-media-and-pr/,mapped,case-msm-recaro-gaming-social-media-and-pr-en.casesPageBuilder.contact.subtitle,
623,https://www.msm.digital/project/aeg-electrolux-dishwasher-virtual-reality/,mapped,case-msm-aeg-electrolux-dishwasher-virtual-reality-en.seo.title,
624,https://www.msm.digital/project/aeg-electrolux-dishwasher-virtual-reality/,mapped,case-msm-aeg-electrolux-dishwasher-virtual-reality-en.seo.description,
625,https://www.msm.digital/project/aeg-electrolux-dishwasher-virtual-reality/,mapped,case-msm-aeg-electrolux-dishwasher-virtual-reality-en.title,
626,https://www.msm.digital/project/aeg-electrolux-dishwasher-virtual-reality/,mapped,case-msm-aeg-electrolux-dishwasher-virtual-reality-en.subtitle,
627,https://www.msm.digital/project/aeg-electrolux-dishwasher-virtual-reality/,mapped,case-msm-aeg-electrolux-dishwasher-virtual-reality-en.casesPageBuilder.challenge.description,
628,https://www.msm.digital/project/aeg-electrolux-dishwasher-virtual-reality/,mapped,case-msm-aeg-electrolux-dishwasher-virtual-reality-en.casesPageBuilder.challenge.solution,
629,https://www.msm.digital/project/aeg-electrolux-dishwasher-virtual-reality/,mapped,case-msm-aeg-electrolux-dishwasher-virtual-reality-en.casesPageBuilder.results.quote,
630,https://www.msm.digital/project/aeg-electrolux-dishwasher-virtual-reality/,mapped,case-msm-aeg-electrolux-dishwasher-virtual-reality-en.casesPageBuilder.contact.subtitle,
631,https://www.msm.digital/project/anker-lollapalooza-truck-promotion/,mapped,case-msm-anker-lollapalooza-truck-promotion-en.seo.title,
632,https://www.msm.digital/project/anker-lollapalooza-truck-promotion/,mapped,case-msm-anker-lollapalooza-truck-promotion-en.seo.description,
633,https://www.msm.digital/project/anker-lollapalooza-truck-promotion/,mapped,case-msm-anker-lollapalooza-truck-promotion-en.title,
634,https://www.msm.digital/project/anker-lollapalooza-truck-promotion/,mapped,case-msm-anker-lollapalooza-truck-promotion-en.subtitle,
635,https://www.msm.digital/project/anker-lollapalooza-truck-promotion/,mapped,case-msm-anker-lollapalooza-truck-promotion-en.casesPageBuilder.challenge.description,
636,https://www.msm.digital/project/anker-lollapalooza-truck-promotion/,mapped,case-msm-anker-lollapalooza-truck-promotion-en.casesPageBuilder.challenge.solution,
637,https://www.msm.digital/project/anker-lollapalooza-truck-promotion/,mapped,case-msm-anker-lollapalooza-truck-promotion-en.casesPageBuilder.results.quote,
638,https://www.msm.digital/project/anker-lollapalooza-truck-promotion/,mapped,case-msm-anker-lollapalooza-truck-promotion-en.casesPageBuilder.contact.subtitle,
639,https://www.msm.digital/project/microsoft-digital-eatery/,mapped,case-msm-microsoft-digital-eatery-en.seo.title,
640,https://www.msm.digital/project/microsoft-digital-eatery/,mapped,case-msm-microsoft-digital-eatery-en.seo.description,
641,https://www.msm.digital/project/microsoft-digital-eatery/,mapped,case-msm-microsoft-digital-eatery-en.title,
642,https://www.msm.digital/project/microsoft-digital-eatery/,mapped,case-msm-microsoft-digital-eatery-en.subtitle,
643,https://www.msm.digital/project/microsoft-digital-eatery/,mapped,case-msm-microsoft-digital-eatery-en.casesPageBuilder.challenge.description,
644,https://www.msm.digital/project/microsoft-digital-eatery/,mapped,case-msm-microsoft-digital-eatery-en.casesPageBuilder.results.quote,
645,https://www.msm.digital/project/microsoft-digital-eatery/,mapped,case-msm-microsoft-digital-eatery-en.casesPageBuilder.contact.subtitle,
646,https://www.msm.digital/project/microsoft-xbox-cassette-player-photo-shoot/,mapped,case-msm-microsoft-xbox-cassette-player-photo-shoot-en.seo.title,
647,https://www.msm.digital/project/microsoft-xbox-cassette-player-photo-shoot/,mapped,case-msm-microsoft-xbox-cassette-player-photo-shoot-en.seo.description,
648,https://www.msm.digital/project/microsoft-xbox-cassette-player-photo-shoot/,mapped,case-msm-microsoft-xbox-cassette-player-photo-shoot-en.title,
649,https://www.msm.digital/project/microsoft-xbox-cassette-player-photo-shoot/,mapped,case-msm-microsoft-xbox-cassette-player-photo-shoot-en.subtitle,
650,https://www.msm.digital/project/microsoft-xbox-cassette-player-photo-shoot/,mapped,case-msm-microsoft-xbox-cassette-player-photo-shoot-en.casesPageBuilder.challenge.description,
651,https://www.msm.digital/project/microsoft-xbox-cassette-player-photo-shoot/,mapped,case-msm-microsoft-xbox-cassette-player-photo-shoot-en.casesPageBuilder.challenge.solution,
652,https://www.msm.digital/project/microsoft-xbox-cassette-player-photo-shoot/,mapped,case-msm-microsoft-xbox-cassette-player-photo-shoot-en.casesPageBuilder.results.quote,
653,https://www.msm.digital/project/microsoft-xbox-cassette-player-photo-shoot/,mapped,case-msm-microsoft-xbox-cassette-player-photo-shoot-en.casesPageBuilder.contact.subtitle,
654,https://www.msm.digital/project/coca-cola-metarcube/,mapped,case-msm-coca-cola-metarcube-en.seo.title,
655,https://www.msm.digital/project/coca-cola-metarcube/,mapped,case-msm-coca-cola-metarcube-en.seo.description,
656,https://www.msm.digital/project/coca-cola-metarcube/,mapped,case-msm-coca-cola-metarcube-en.title,
657,https://www.msm.digital/project/coca-cola-metarcube/,mapped,case-msm-coca-cola-metarcube-en.subtitle,
658,https://www.msm.digital/project/coca-cola-metarcube/,mapped,case-msm-coca-cola-metarcube-en.casesPageBuilder.challenge.description,
659,https://www.msm.digital/project/coca-cola-metarcube/,mapped,case-msm-coca-cola-metarcube-en.casesPageBuilder.challenge.solution,
660,https://www.msm.digital/project/coca-cola-metarcube/,mapped,case-msm-coca-cola-metarcube-en.casesPageBuilder.results.quote,
661,https://www.msm.digital/project/coca-cola-metarcube/,mapped,case-msm-coca-cola-metarcube-en.casesPageBuilder.contact.subtitle,
662,https://www.msm.digital/project/garmin-esports-cooperation/,mapped,case-msm-garmin-esports-cooperation-en.seo.title,
663,https://www.msm.digital/project/garmin-esports-cooperation/,mapped,case-msm-garmin-esports-cooperation-en.seo.description,
664,https://www.msm.digital/project/garmin-esports-cooperation/,mapped,case-msm-garmin-esports-cooperation-en.title,
665,https://www.msm.digital/project/garmin-esports-cooperation/,mapped,case-msm-garmin-esports-cooperation-en.subtitle,
666,https://www.msm.digital/project/garmin-esports-cooperation/,mapped,case-msm-garmin-esports-cooperation-en.casesPageBuilder.challenge.description,
667,https://www.msm.digital/project/garmin-esports-cooperation/,mapped,case-msm-garmin-esports-cooperation-en.casesPageBuilder.challenge.solution,
668,https://www.msm.digital/project/garmin-esports-cooperation/,mapped,case-msm-garmin-esports-cooperation-en.casesPageBuilder.results.quote,
669,https://www.msm.digital/project/garmin-esports-cooperation/,mapped,case-msm-garmin-esports-cooperation-en.casesPageBuilder.contact.subtitle,
670,https://www.msm.digital/project/aeg-electrolux-one2five-review-platform/,mapped,case-msm-aeg-electrolux-one2five-review-platform-en.seo.title,
671,https://www.msm.digital/project/aeg-electrolux-one2five-review-platform/,mapped,case-msm-aeg-electrolux-one2five-review-platform-en.seo.description,
672,https://www.msm.digital/project/aeg-electrolux-one2five-review-platform/,mapped,case-msm-aeg-electrolux-one2five-review-platform-en.title,
673,https://www.msm.digital/project/aeg-electrolux-one2five-review-platform/,mapped,case-msm-aeg-electrolux-one2five-review-platform-en.subtitle,
674,https://www.msm.digital/project/aeg-electrolux-one2five-review-platform/,mapped,case-msm-aeg-electrolux-one2five-review-platform-en.casesPageBuilder.challenge.description,
675,https://www.msm.digital/project/aeg-electrolux-one2five-review-platform/,mapped,case-msm-aeg-electrolux-one2five-review-platform-en.casesPageBuilder.challenge.solution,
676,https://www.msm.digital/project/aeg-electrolux-one2five-review-platform/,mapped,case-msm-aeg-electrolux-one2five-review-platform-en.casesPageBuilder.results.description,
677,https://www.msm.digital/project/aeg-electrolux-one2five-review-platform/,mapped,case-msm-aeg-electrolux-one2five-review-platform-en.casesPageBuilder.results.quote,
678,https://www.msm.digital/project/aeg-electrolux-one2five-review-platform/,mapped,case-msm-aeg-electrolux-one2five-review-platform-en.casesPageBuilder.contact.subtitle,
679,https://www.msm.digital/project/priokoll-ux-ui-and-branding/,mapped,case-msm-priokoll-ux-ui-and-branding-en.seo.title,
680,https://www.msm.digital/project/priokoll-ux-ui-and-branding/,mapped,case-msm-priokoll-ux-ui-and-branding-en.seo.description,
681,https://www.msm.digital/project/priokoll-ux-ui-and-branding/,mapped,case-msm-priokoll-ux-ui-and-branding-en.title,
682,https://www.msm.digital/project/priokoll-ux-ui-and-branding/,mapped,case-msm-priokoll-ux-ui-and-branding-en.subtitle,
683,https://www.msm.digital/project/priokoll-ux-ui-and-branding/,mapped,case-msm-priokoll-ux-ui-and-branding-en.casesPageBuilder.challenge.description,
684,https://www.msm.digital/project/priokoll-ux-ui-and-branding/,mapped,case-msm-priokoll-ux-ui-and-branding-en.casesPageBuilder.challenge.solution,
685,https://www.msm.digital/project/priokoll-ux-ui-and-branding/,mapped,case-msm-priokoll-ux-ui-and-branding-en.casesPageBuilder.results.quote,
686,https://www.msm.digital/project/priokoll-ux-ui-and-branding/,mapped,case-msm-priokoll-ux-ui-and-branding-en.casesPageBuilder.results.description,
687,https://www.msm.digital/project/priokoll-ux-ui-and-branding/,mapped,case-msm-priokoll-ux-ui-and-branding-en.casesPageBuilder.contact.subtitle,
688,https://www.msm.digital/project/microsoft-expertzone-social-media/,mapped,case-msm-microsoft-expertzone-social-media-en.seo.title,
689,https://www.msm.digital/project/microsoft-expertzone-social-media/,mapped,case-msm-microsoft-expertzone-social-media-en.seo.description,
690,https://www.msm.digital/project/microsoft-expertzone-social-media/,mapped,case-msm-microsoft-expertzone-social-media-en.title,
691,https://www.msm.digital/project/microsoft-expertzone-social-media/,mapped,case-msm-microsoft-expertzone-social-media-en.subtitle,
692,https://www.msm.digital/project/microsoft-expertzone-social-media/,mapped,case-msm-microsoft-expertzone-social-media-en.casesPageBuilder.challenge.description,
693,https://www.msm.digital/project/microsoft-expertzone-social-media/,mapped,case-msm-microsoft-expertzone-social-media-en.casesPageBuilder.challenge.solution,
694,https://www.msm.digital/project/microsoft-expertzone-social-media/,mapped,case-msm-microsoft-expertzone-social-media-en.casesPageBuilder.results.quote,
695,https://www.msm.digital/project/microsoft-expertzone-social-media/,mapped,case-msm-microsoft-expertzone-social-media-en.casesPageBuilder.results.description,
696,https://www.msm.digital/project/microsoft-expertzone-social-media/,mapped,case-msm-microsoft-expertzone-social-media-en.casesPageBuilder.contact.subtitle,
697,https://www.msm.digital/project/eppendorf-e-learning-concept/,mapped,case-msm-eppendorf-e-learning-concept-en.seo.title,
698,https://www.msm.digital/project/eppendorf-e-learning-concept/,mapped,case-msm-eppendorf-e-learning-concept-en.seo.description,
699,https://www.msm.digital/project/eppendorf-e-learning-concept/,mapped,case-msm-eppendorf-e-learning-concept-en.title,
700,https://www.msm.digital/project/eppendorf-e-learning-concept/,mapped,case-msm-eppendorf-e-learning-concept-en.subtitle,
701,https://www.msm.digital/project/eppendorf-e-learning-concept/,mapped,case-msm-eppendorf-e-learning-concept-en.casesPageBuilder.challenge.description,
702,https://www.msm.digital/project/eppendorf-e-learning-concept/,mapped,case-msm-eppendorf-e-learning-concept-en.casesPageBuilder.challenge.solution,
703,https://www.msm.digital/project/eppendorf-e-learning-concept/,mapped,case-msm-eppendorf-e-learning-concept-en.casesPageBuilder.results.quote,
704,https://www.msm.digital/project/eppendorf-e-learning-concept/,editorial-note,,Not public copy; no missing result or quotation fabricated.
705,https://www.msm.digital/project/eppendorf-e-learning-concept/,mapped,case-msm-eppendorf-e-learning-concept-en.casesPageBuilder.contact.subtitle,
706,https://www.msm.digital/project/migros-ar-digital-loyalty-campaign/,mapped,case-msm-migros-ar-digital-loyalty-campaign-en.seo.title,
707,https://www.msm.digital/project/migros-ar-digital-loyalty-campaign/,mapped,case-msm-migros-ar-digital-loyalty-campaign-en.seo.description,
708,https://www.msm.digital/project/migros-ar-digital-loyalty-campaign/,mapped,case-msm-migros-ar-digital-loyalty-campaign-en.title,
709,https://www.msm.digital/project/migros-ar-digital-loyalty-campaign/,mapped,case-msm-migros-ar-digital-loyalty-campaign-en.subtitle,
710,https://www.msm.digital/project/migros-ar-digital-loyalty-campaign/,mapped,case-msm-migros-ar-digital-loyalty-campaign-en.casesPageBuilder.challenge.description,
711,https://www.msm.digital/project/migros-ar-digital-loyalty-campaign/,mapped,case-msm-migros-ar-digital-loyalty-campaign-en.casesPageBuilder.challenge.solution,
712,https://www.msm.digital/project/migros-ar-digital-loyalty-campaign/,mapped,case-msm-migros-ar-digital-loyalty-campaign-en.casesPageBuilder.results.quote,
713,https://www.msm.digital/project/migros-ar-digital-loyalty-campaign/,mapped,case-msm-migros-ar-digital-loyalty-campaign-en.casesPageBuilder.results.description,
714,https://www.msm.digital/project/migros-ar-digital-loyalty-campaign/,mapped,case-msm-migros-ar-digital-loyalty-campaign-en.casesPageBuilder.contact.subtitle,
715,https://www.msm.digital/project/jakks-pacifik-harry-potter-magic-wand-activation/,mapped,case-msm-jakks-pacifik-harry-potter-magic-wand-activation-en.seo.title,
716,https://www.msm.digital/project/jakks-pacifik-harry-potter-magic-wand-activation/,mapped,case-msm-jakks-pacifik-harry-potter-magic-wand-activation-en.seo.description,
717,https://www.msm.digital/project/jakks-pacifik-harry-potter-magic-wand-activation/,mapped,case-msm-jakks-pacifik-harry-potter-magic-wand-activation-en.title,
718,https://www.msm.digital/project/jakks-pacifik-harry-potter-magic-wand-activation/,mapped,case-msm-jakks-pacifik-harry-potter-magic-wand-activation-en.subtitle,
719,https://www.msm.digital/project/jakks-pacifik-harry-potter-magic-wand-activation/,mapped,case-msm-jakks-pacifik-harry-potter-magic-wand-activation-en.casesPageBuilder.challenge.description,
720,https://www.msm.digital/project/jakks-pacifik-harry-potter-magic-wand-activation/,mapped,case-msm-jakks-pacifik-harry-potter-magic-wand-activation-en.casesPageBuilder.challenge.solution,
721,https://www.msm.digital/project/jakks-pacifik-harry-potter-magic-wand-activation/,mapped,case-msm-jakks-pacifik-harry-potter-magic-wand-activation-en.casesPageBuilder.results.quote,
722,https://www.msm.digital/project/jakks-pacifik-harry-potter-magic-wand-activation/,mapped,case-msm-jakks-pacifik-harry-potter-magic-wand-activation-en.casesPageBuilder.results.description,
723,https://www.msm.digital/project/jakks-pacifik-harry-potter-magic-wand-activation/,mapped,case-msm-jakks-pacifik-harry-potter-magic-wand-activation-en.casesPageBuilder.contact.subtitle,
724,https://www.msm.digital/project/samsung-sales-training/,mapped,case-msm-samsung-sales-training-en.seo.title,
725,https://www.msm.digital/project/samsung-sales-training/,mapped,case-msm-samsung-sales-training-en.seo.description,
726,https://www.msm.digital/project/samsung-sales-training/,mapped,case-msm-samsung-sales-training-en.title,
727,https://www.msm.digital/project/samsung-sales-training/,mapped,case-msm-samsung-sales-training-en.subtitle,
728,https://www.msm.digital/project/samsung-sales-training/,mapped,case-msm-samsung-sales-training-en.casesPageBuilder.challenge.description,
729,https://www.msm.digital/project/samsung-sales-training/,mapped,case-msm-samsung-sales-training-en.casesPageBuilder.challenge.solution,
730,https://www.msm.digital/project/samsung-sales-training/,mapped,case-msm-samsung-sales-training-en.casesPageBuilder.results.quote,
731,https://www.msm.digital/project/samsung-sales-training/,editorial-note,,Not public copy; no missing result or quotation fabricated.
732,https://www.msm.digital/project/samsung-sales-training/,mapped,case-msm-samsung-sales-training-en.casesPageBuilder.contact.subtitle,
733,https://www.msm.digital/project/ea-the-sims-tiktok-influencer-marketing/,mapped,case-msm-ea-the-sims-tiktok-influencer-marketing-en.seo.title,
734,https://www.msm.digital/project/ea-the-sims-tiktok-influencer-marketing/,mapped,case-msm-ea-the-sims-tiktok-influencer-marketing-en.seo.description,
735,https://www.msm.digital/project/ea-the-sims-tiktok-influencer-marketing/,mapped,case-msm-ea-the-sims-tiktok-influencer-marketing-en.title,
736,https://www.msm.digital/project/ea-the-sims-tiktok-influencer-marketing/,mapped,case-msm-ea-the-sims-tiktok-influencer-marketing-en.subtitle,
737,https://www.msm.digital/project/ea-the-sims-tiktok-influencer-marketing/,mapped,case-msm-ea-the-sims-tiktok-influencer-marketing-en.casesPageBuilder.challenge.description,
738,https://www.msm.digital/project/ea-the-sims-tiktok-influencer-marketing/,mapped,case-msm-ea-the-sims-tiktok-influencer-marketing-en.casesPageBuilder.challenge.solution,
739,https://www.msm.digital/project/ea-the-sims-tiktok-influencer-marketing/,mapped,case-msm-ea-the-sims-tiktok-influencer-marketing-en.casesPageBuilder.results.quote,
740,https://www.msm.digital/project/ea-the-sims-tiktok-influencer-marketing/,mapped,case-msm-ea-the-sims-tiktok-influencer-marketing-en.casesPageBuilder.results.description,
741,https://www.msm.digital/project/ea-the-sims-tiktok-influencer-marketing/,mapped,case-msm-ea-the-sims-tiktok-influencer-marketing-en.casesPageBuilder.contact.subtitle,
742,https://www.msm.digital/project/bigben-consumer-electronics-activation/,mapped,case-msm-bigben-consumer-electronics-activation-en.seo.title,
743,https://www.msm.digital/project/bigben-consumer-electronics-activation/,mapped,case-msm-bigben-consumer-electronics-activation-en.seo.description,
744,https://www.msm.digital/project/bigben-consumer-electronics-activation/,mapped,case-msm-bigben-consumer-electronics-activation-en.title,
745,https://www.msm.digital/project/bigben-consumer-electronics-activation/,mapped,case-msm-bigben-consumer-electronics-activation-en.subtitle,
746,https://www.msm.digital/project/bigben-consumer-electronics-activation/,mapped,case-msm-bigben-consumer-electronics-activation-en.casesPageBuilder.challenge.description,
747,https://www.msm.digital/project/bigben-consumer-electronics-activation/,mapped,case-msm-bigben-consumer-electronics-activation-en.casesPageBuilder.challenge.solution,
748,https://www.msm.digital/project/bigben-consumer-electronics-activation/,mapped,case-msm-bigben-consumer-electronics-activation-en.casesPageBuilder.results.quote,
749,https://www.msm.digital/project/bigben-consumer-electronics-activation/,editorial-note,,Not public copy; no missing result or quotation fabricated.
750,https://www.msm.digital/project/bigben-consumer-electronics-activation/,mapped,case-msm-bigben-consumer-electronics-activation-en.casesPageBuilder.contact.subtitle,
751,https://www.msm.digital/project/warner-bros-lego-games-brand-communication/,mapped,case-msm-warner-bros-lego-games-brand-communication-en.seo.title,
752,https://www.msm.digital/project/warner-bros-lego-games-brand-communication/,mapped,case-msm-warner-bros-lego-games-brand-communication-en.seo.description,
753,https://www.msm.digital/project/warner-bros-lego-games-brand-communication/,mapped,case-msm-warner-bros-lego-games-brand-communication-en.title,
754,https://www.msm.digital/project/warner-bros-lego-games-brand-communication/,mapped,case-msm-warner-bros-lego-games-brand-communication-en.subtitle,
755,https://www.msm.digital/project/warner-bros-lego-games-brand-communication/,mapped,case-msm-warner-bros-lego-games-brand-communication-en.casesPageBuilder.challenge.description,
756,https://www.msm.digital/project/warner-bros-lego-games-brand-communication/,mapped,case-msm-warner-bros-lego-games-brand-communication-en.casesPageBuilder.challenge.solution,
757,https://www.msm.digital/project/warner-bros-lego-games-brand-communication/,mapped,case-msm-warner-bros-lego-games-brand-communication-en.casesPageBuilder.results.quote,
758,https://www.msm.digital/project/warner-bros-lego-games-brand-communication/,editorial-note,,Not public copy; no missing result or quotation fabricated.
759,https://www.msm.digital/project/warner-bros-lego-games-brand-communication/,mapped,case-msm-warner-bros-lego-games-brand-communication-en.casesPageBuilder.contact.subtitle,
760,https://www.msm.digital/project/obi-influencer-campaign/,mapped,case-msm-obi-influencer-campaign-en.seo.title,
761,https://www.msm.digital/project/obi-influencer-campaign/,mapped,case-msm-obi-influencer-campaign-en.seo.description,
762,https://www.msm.digital/project/obi-influencer-campaign/,mapped,case-msm-obi-influencer-campaign-en.title,
763,https://www.msm.digital/project/obi-influencer-campaign/,mapped,case-msm-obi-influencer-campaign-en.subtitle,
764,https://www.msm.digital/project/obi-influencer-campaign/,mapped,case-msm-obi-influencer-campaign-en.casesPageBuilder.challenge.description,
765,https://www.msm.digital/project/obi-influencer-campaign/,mapped,case-msm-obi-influencer-campaign-en.casesPageBuilder.challenge.solution,
766,https://www.msm.digital/project/obi-influencer-campaign/,mapped,case-msm-obi-influencer-campaign-en.casesPageBuilder.results.quote,
